Name,Gender,Age,Social Media Use Timings,Social Media Platform,City,State,Purchase Platform,Purchase Date,Clothing,Cosmetics,Laptops,TV,Groceries,Books,Fitness Equipment,Mobiles,Jewelry,Furniture,Shoes,Bags,Watches,Kitchenware,Gardening Tools,Pet Supplies,Sports Equipment,Toys,Stationery,Automobile Accessories,Home Decor,Electronics,Music Instruments,Cameras,Gaming Consoles,Smartwatches,Health Supplements,Travel Accessories,Art Supplies,Lighting Fixtures
Riya Singh,Male,25,14:00 - 15:00,Instagram,Delhi,West Bengal,Local Market,16-04-2023,0,7158,9641,0,0,0,0,0,0,11380,0,0,0,0,0,7845,2672,0,0,0,0,0,0,0,0,0,0,0,0,0
Arjun Patel,Female,49,19:00 - 20:00,Instagram,Kolkata,West Bengal,Paytm Mall,16-04-2023,0,0,0,0,0,1681,0,0,0,0,0,0,0,0,0,0,396,0,0,2725,0,0,0,0,0,0,0,0,0,0
Nisha Mehta,Male,57,22:00 - 24:00,Facebook,Ahmedabad,Karnataka,Amazon,11-11-2021,0,0,0,13601,0,0,8832,0,0,0,0,0,0,0,0,0,2864,0,0,0,0,0,0,0,0,0,8682,500,10000,0
Aarav Mehta,Male,61,16:00 - 19:00,Snapchat,Lucknow,Maharashtra,Ajio,20-01-2022,0,3672,9286,0,0,0,0,18162,0,0,0,0,0,0,0,0,11120,18387,0,17953,0,0,0,0,0,0,4194,0,4487,0
Aarav Verma,Male,52,7:00 - 11:00,Twitter,Hyderabad,Delhi,Ajio,16-10-2022,10124,0,0,12730,0,0,0,2792,5687,0,5953,0,16899,0,0,3125,0,0,6643,0,19739,9453,0,0,0,0,0,0,10000,0
Aarav Chauhan,Male,52,9:00 - 23:00,Facebook,Bangalore,Maharashtra,Myntra,04-05-2022,0,0,5727,10,12146,0,0,0,0,0,0,0,0,0,0,0,7483,0,0,0,19047,0,0,3000,0,14076,0,3563,0,0
Diya Verma,Female,69,13:00 - 21:00,Facebook,Jaipur,West Bengal,Local Market,02-09-2020,0,0,0,0,0,0,0,11360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0
Riya Sharma,Male,59,8:00 - 15:00,Instagram,Lucknow,Telangana,Flipkart,17-09-2023,0,0,0,9702,16771,0,0,18671,0,0,0,15136,0,0,0,0,0,0,0,0,0,0,0,0,0,7944,10000,0,0,0
Diya Singh,Female,62,6:00 - 23:00,Snapchat,Hyderabad,Delhi,Myntra,21-07-2022,15000,0,0,0,13223,0,0,0,0,0,0,3370,0,0,0,0,0,4465,0,3356,0,0,0,7953,0,0,10000,0,0,0
Nisha Patel,Female,66,9:00 - 24:00,LinkedIn,Lucknow,Gujarat,Flipkart,13-09-2021,0,6899,3195,0,0,0,0,0,0,0,0,0,0,9015,0,4986,0,0,0,0,0,0,0,0,0,2000,0,0,0,0
Nisha Mishra,Female,49,8:00 - 14:00,Google,Ahmedabad,Delhi,Ajio,20-12-2020,0,0,0,0,0,0,17059,13247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,11501
Priya Chauhan,Female,52,20:00 - 24:00,LinkedIn,Delhi,Gujarat,Amazon,07-11-2021,0,0,0,0,4940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,2304
Priya Mehta,Female,54,11:00 - 16:00,LinkedIn,Jaipur,West Bengal,Flipkart,11-08-2022,0,19653,0,6434,0,0,0,0,14389,0,0,0,19668,12179,6958,0,0,3799,0,0,0,0,1685,0,0,0,0,0,0,0
Priya Sharma,Male,35,14:00 - 17:00,Snapchat,Chennai,Delhi,Flipkart,20-06-2021,15000,5174,0,16482,0,0,0,4290,15865,5622,0,0,9211,4827,0,0,0,0,0,4150,0,0,0,0,0,0,10000,0,0,0
Nisha Patel,Male,49,9:00 - 12:00,Facebook,Jaipur,Karnataka,Paytm Mall,12-11-2020,0,14,7135,0,0,0,0,0,4833,0,5802,0,793,0,0,0,0,0,0,0,1967,0,0,0,16293,0,0,0,10000,0
Arjun Gupta,Female,29,5:00 - 16:00,Facebook,Jaipur,Maharashtra,Paytm Mall,10-07-2022,3566,11416,11012,9551,0,3617,0,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diya Kumar,Male,25,18:00 - 20:00,Facebook,Ahmedabad,West Bengal,Myntra,10-10-2023,0,0,0,0,0,594,0,0,0,0,0,0,9991,0,0,18575,0,0,0,0,0,0,0,9997,0,0,0,3163,0,0
Vivaan Singh,Male,32,15:00 - 21:00,Twitter,Delhi,Maharashtra,Myntra,13-09-2022,0,0,0,0,0,0,0,625,17863,0,0,13565,0,1007,0,0,0,0,0,0,0,0,0,0,11327,12169,9494,0,0,0
Priya Chauhan,Male,38,19:00 - 20:00,Instagram,Chennai,Delhi,Ajio,11-01-2021,0,0,0,0,0,0,0,12410,0,0,0,0,3522,17946,0,0,0,0,19934,0,19658,0,18881,14309,0,0,10000,0,0,0
Arjun Verma,Male,68,7:00 - 19:00,Facebook,Delhi,Maharashtra,Snapdeal,05-05-2023,13793,0,0,0,878,1628,0,0,15217,0,0,0,6556,0,0,0,0,0,9825,7183,1000,0,17449,0,0,0,0,0,0,9147
Nisha Jain,Female,59,6:00 - 20:00,Twitter,Hyderabad,Tamil Nadu,Local Market,15-02-2023,0,0,0,0,0,0,0,0,0,0,6856,0,0,0,0,0,0,0,0,7801,0,0,9193,0,11270,19157,0,0,0,0
Aditya Mehta,Female,48,5:00 - 16:00,Facebook,Pune,Maharashtra,Myntra,22-01-2022,0,0,0,0,0,0,0,0,0,16316,0,6086,0,1124,0,15487,0,0,0,0,0,0,3645,0,0,0,0,0,0,16240
Aditya Chauhan,Female,52,18:00 - 19:00,LinkedIn,Jaipur,Tamil Nadu,Ajio,30-09-2022,0,0,0,0,0,0,0,0,0,0,6445,0,0,0,0,0,0,0,0,0,15504,0,4866,0,0,0,0,13472,0,13994
Priya Jain,Female,46,18:00 - 22:00,Twitter,Mumbai,Telangana,Flipkart,23-06-2022,13827,0,0,0,0,0,0,9987,11330,4061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12003,0,0
Diya Mishra,Female,37,21:00 - 22:00,Twitter,Lucknow,West Bengal,TataCliq,16-11-2022,3824,0,0,16326,0,7681,0,0,101,0,1697,0,0,0,2581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aditya Kumar,Female,37,17:00 - 23:00,Facebook,Ahmedabad,Telangana,Flipkart,12-04-2020,0,0,0,4433,0,991,0,8007,0,0,0,0,0,0,0,0,0,0,104,7143,0,0,0,17072,19790,0,0,0,10000,11243
Aarav Mehta,Male,67,14:00 - 24:00,Google,Chennai,Telangana,Myntra,07-06-2021,12675,0,0,0,11036,0,0,0,0,0,0,0,0,0,0,0,5914,0,7472,0,1288,0,14434,14670,0,0,0,0,0,15466
Arjun Mehta,Female,66,11:00 - 14:00,Google,Lucknow,Delhi,Myntra,10-12-2020,0,5757,0,0,10587,6558,0,0,0,19516,0,6826,0,0,6062,0,0,0,0,18520,0,0,0,15918,14258,0,7053,10201,0,0
Vivaan Jain,Female,44,17:00 - 21:00,Instagram,Jaipur,Rajasthan,TataCliq,13-12-2020,0,0,0,0,16316,0,0,0,0,0,0,0,0,0,0,2402,0,5700,0,0,0,0,0,0,0,0,0,0,0,12198
Diya Jain,Female,33,12:00 - 18:00,Facebook,Pune,Delhi,Local Market,06-06-2020,0,0,437,0,0,0,0,5140,0,0,0,0,9194,0,0,0,0,0,0,11572,0,0,0,0,0,16330,0,0,0,0
Ananya Gupta,Female,50,20:00 - 24:00,LinkedIn,Mumbai,Karnataka,Amazon,01-09-2023,0,15401,0,14711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8251,0,0,0,0,8763,0,0,0,3411,0,0
Vivaan Gupta,Female,27,18:00 - 23:00,Facebook,Chennai,Maharashtra,TataCliq,14-07-2020,0,3532,0,0,0,0,0,0,0,0,5732,0,0,0,0,0,0,0,0,2622,0,0,12217,15146,0,0,0,0,10000,0
Aarav Jain,Male,63,20:00 - 22:00,Snapchat,Lucknow,Rajasthan,Flipkart,02-11-2021,8600,11693,0,8804,0,0,0,0,0,0,2912,16967,0,0,18236,16365,0,1363,0,0,18144,0,3635,0,0,0,10000,0,0,0
Arjun Sharma,Male,70,22:00 - 24:00,LinkedIn,Delhi,West Bengal,Ajio,22-03-2020,0,0,19061,0,0,17710,0,0,0,0,0,3229,0,0,0,0,0,15219,0,0,0,0,0,0,0,0,0,0,0,0
Kavya Kumar,Male,31,18:00 - 21:00,Google,Hyderabad,Telangana,Myntra,11-04-2021,11603,0,11605,0,0,0,0,0,0,0,612,9937,0,0,0,0,0,1982,15107,0,0,0,0,0,0,0,0,0,3710,0
Aditya Patel,Female,27,7:00 - 24:00,Facebook,Bangalore,Delhi,Amazon,19-09-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8501,0,0,0,0,0,0,0,0,0,9913
Aarav Mehta,Female,26,9:00 - 20:00,Google,Ahmedabad,Karnataka,Myntra,12-03-2021,1463,0,0,2940,0,0,11214,0,0,0,0,4626,18881,0,0,7447,0,0,0,0,0,0,0,9297,0,0,0,0,0,0
Diya Kumar,Male,47,5:00 - 6:00,Facebook,Hyderabad,Gujarat,Snapdeal,27-06-2022,3531,0,14340,5799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6863,19840,0,0,0,10000,0,0,0,0,18075
Kavya Mehta,Male,54,7:00 - 10:00,Facebook,Hyderabad,Gujarat,Myntra,10-02-2021,0,0,0,0,0,1233,0,0,0,14632,0,0,0,0,0,0,0,0,0,0,0,8392,0,6894,0,0,0,17673,0,0
Nisha Gupta,Female,55,21:00 - 23:00,Instagram,Delhi,Telangana,Myntra,27-08-2020,0,0,10619,0,0,0,0,12009,0,0,0,0,0,14310,0,0,10009,0,0,0,0,5000,0,0,10000,13796,0,0,0,16275
Arjun Sharma,Male,66,7:00 - 16:00,Twitter,Ahmedabad,Tamil Nadu,Myntra,12-05-2021,0,0,0,0,0,0,0,0,0,0,11234,0,4948,0,0,0,0,14143,0,0,0,0,0,0,0,0,10000,16292,10000,0
Riya Gupta,Female,48,16:00 - 23:00,Twitter,Kolkata,West Bengal,Paytm Mall,24-03-2020,521,0,0,0,10128,10487,0,16269,0,0,0,0,14219,0,0,0,0,0,0,0,0,0,0,0,16937,0,10000,0,10000,0
Aditya Kumar,Male,21,18:00 - 20:00,Instagram,Chennai,Gujarat,Local Market,25-08-2023,0,0,0,13199,0,0,0,0,0,0,7588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14723,10000,0
Arjun Verma,Female,30,6:00 - 21:00,Snapchat,Chennai,Maharashtra,Amazon,21-05-2023,0,0,0,2150,11485,0,0,0,6506,2722,19279,0,0,0,0,0,0,8661,0,0,0,5926,0,3000,0,0,0,0,0,0
Aarav Kumar,Female,20,11:00 - 24:00,Twitter,Jaipur,Telangana,Amazon,18-09-2022,15000,0,0,0,0,0,0,0,0,0,0,0,0,12502,0,0,0,12129,0,3931,0,0,1000,0,0,0,0,0,0,0
Priya Singh,Female,33,7:00 - 12:00,Facebook,Delhi,Rajasthan,Myntra,18-01-2023,0,7959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19446,0,0,1119,1403,0,0,0,0,0,0,0,0,0
Aarav Kumar,Male,24,6:00 - 15:00,Twitter,Bangalore,Tamil Nadu,Snapdeal,11-09-2023,0,0,0,0,0,0,0,0,0,19493,0,0,0,13724,0,15335,2232,0,0,12379,0,19635,18425,0,0,0,0,0,1508,0
Diya Sharma,Male,47,12:00 - 14:00,Twitter,Pune,West Bengal,Snapdeal,04-07-2020,15000,0,0,0,13172,19163,0,9971,0,0,0,0,0,0,0,0,6007,0,0,0,0,0,0,0,0,7419,0,3315,0,0
Vivaan Patel,Male,63,21:00 - 22:00,Snapchat,Delhi,Telangana,Ajio,13-06-2023,0,0,0,0,0,0,0,0,13550,0,4535,0,0,0,0,0,0,0,0,0,1000,5000,10816,3000,0,8569,0,0,0,0
Priya Patel,Male,48,21:00 - 24:00,LinkedIn,Kolkata,Telangana,Paytm Mall,15-08-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8985,0,0,0,0,0,6911,0,0,0,10000,0,0,8875,10000,0
Aarav Mishra,Female,28,10:00 - 22:00,Instagram,Chennai,Uttar Pradesh,Myntra,19-10-2020,13853,0,14265,0,0,0,2893,12725,0,0,0,0,0,0,0,0,0,0,0,0,5822,5000,0,6387,10000,0,0,5759,0,0
Aditya Mishra,Female,37,12:00 - 16:00,LinkedIn,Mumbai,Gujarat,Ajio,08-01-2020,0,0,0,0,0,0,0,0,0,0,4825,0,0,0,0,0,3059,0,0,0,0,0,16022,0,12629,0,0,0,10000,0
Nisha Jain,Female,32,10:00 - 15:00,LinkedIn,Jaipur,Maharashtra,TataCliq,22-05-2021,15000,0,0,0,17961,0,0,0,0,3747,0,13493,0,7715,4871,0,0,0,0,0,0,0,19989,0,12680,0,5634,0,0,0
Aditya Chauhan,Male,27,9:00 - 14:00,Google,Bangalore,West Bengal,Amazon,21-06-2022,7089,0,0,0,0,0,0,1471,0,3880,0,6084,0,4915,0,0,0,0,0,0,0,5000,0,0,0,0,4854,0,10000,0
Ananya Verma,Female,27,19:00 - 22:00,LinkedIn,Jaipur,Uttar Pradesh,TataCliq,12-09-2021,0,0,12612,0,0,0,0,19753,0,0,10757,0,11464,0,4787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aarav Verma,Male,39,15:00 - 23:00,Snapchat,Bangalore,Uttar Pradesh,Flipkart,30-08-2020,4200,0,0,0,10413,0,0,0,0,0,14123,0,0,1701,0,0,0,0,0,0,17869,0,0,0,0,0,0,0,6603,0
Arjun Verma,Male,22,21:00 - 23:00,Facebook,Lucknow,West Bengal,Local Market,27-02-2023,0,0,0,0,7475,0,0,0,0,0,0,0,0,0,0,0,0,14883,0,16883,0,0,0,0,0,0,0,4872,0,0
Ananya Kumar,Female,28,14:00 - 21:00,Instagram,Delhi,Gujarat,Snapdeal,14-08-2020,0,2867,0,16520,0,4306,5377,0,0,0,12920,0,0,0,0,0,0,0,0,0,0,0,0,0,10122,0,0,0,5664,0
Nisha Gupta,Female,62,6:00 - 21:00,Google,Hyderabad,West Bengal,Paytm Mall,21-11-2021,0,0,0,0,0,8934,0,0,0,0,0,0,0,0,0,0,13827,0,0,0,0,5000,0,0,0,0,0,19846,0,0
Diya Mehta,Male,42,11:00 - 14:00,Snapchat,Delhi,Maharashtra,TataCliq,09-12-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,14376,0,0,0,0,0,0,18762,0,0,0,10000,0,0,0,0,0
Priya Patel,Male,67,8:00 - 13:00,Snapchat,Hyderabad,West Bengal,Paytm Mall,21-04-2023,0,0,0,9950,0,0,0,0,0,0,0,0,10899,0,0,0,0,18347,0,0,12686,0,0,0,0,0,0,0,0,0
Arjun Kumar,Female,46,6:00 - 23:00,Snapchat,Lucknow,Tamil Nadu,Ajio,24-06-2023,14052,0,0,0,16377,0,0,0,12876,0,0,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,16448,8909,0,0,0
Riya Mishra,Male,51,13:00 - 15:00,Facebook,Pune,Gujarat,TataCliq,25-08-2020,0,0,0,0,0,0,0,0,0,5329,0,17750,0,0,14612,0,7408,0,0,0,0,0,0,14543,0,0,0,0,0,7189
Diya Mishra,Female,16,6:00 - 11:00,Facebook,Lucknow,Tamil Nadu,Local Market,13-07-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10464,0,10293,0,0,0,1234,0,0,0
Aarav Jain,Female,62,13:00 - 14:00,LinkedIn,Chennai,Karnataka,Local Market,20-06-2020,0,0,0,0,0,0,0,14631,0,0,0,0,0,0,0,0,11229,0,0,9218,0,0,0,0,0,0,0,2513,0,0
Aarav Kumar,Male,47,7:00 - 10:00,Snapchat,Ahmedabad,Uttar Pradesh,Paytm Mall,26-07-2021,0,18501,0,6625,0,2385,0,0,0,7219,0,0,0,0,0,15681,0,0,16733,17079,9338,0,0,0,0,3799,0,0,0,0
Ananya Gupta,Male,70,16:00 - 23:00,Google,Hyderabad,Karnataka,Paytm Mall,29-06-2021,0,0,115,0,0,19468,0,19342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arjun Chauhan,Female,41,19:00 - 21:00,Snapchat,Pune,Delhi,Myntra,02-03-2021,0,0,0,0,0,0,0,0,0,0,0,547,0,0,0,0,0,10053,3731,0,0,0,0,0,0,0,3667,12646,0,0
Kavya Chauhan,Male,30,13:00 - 18:00,Snapchat,Pune,Tamil Nadu,Flipkart,07-08-2022,0,0,0,12818,0,0,6010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19304,4496,0,0,0,0,0,0,0
Riya Gupta,Male,26,20:00 - 24:00,Facebook,Hyderabad,Tamil Nadu,Snapdeal,14-01-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,13813,0,0,11010,0,0,0,0,0,0,0,0,0,0,0,0,0
Vivaan Kumar,Female,22,16:00 - 24:00,Facebook,Pune,Karnataka,Amazon,19-12-2020,7170,0,0,0,19902,0,280,0,0,0,0,0,0,0,0,0,0,10747,0,10400,0,0,16962,0,0,0,0,0,0,0
Nisha Mishra,Female,57,11:00 - 15:00,Snapchat,Ahmedabad,Telangana,Flipkart,12-02-2022,0,0,19478,0,0,17272,0,18033,0,7367,11031,0,0,0,0,485,0,0,0,0,0,0,0,0,0,6140,0,0,0,10692
Aarav Singh,Male,30,6:00 - 24:00,Facebook,Hyderabad,Gujarat,Myntra,04-12-2021,0,0,0,19593,0,0,0,0,0,0,0,0,0,0,7552,0,0,0,0,0,0,0,0,3000,0,18791,0,0,10000,0
Priya Gupta,Male,29,10:00 - 23:00,LinkedIn,Jaipur,Tamil Nadu,Snapdeal,28-11-2022,0,0,0,0,3240,0,0,0,0,19254,0,0,0,0,0,0,10002,0,15891,0,1000,0,0,10856,0,0,0,0,0,0
Aarav Patel,Female,27,14:00 - 17:00,Snapchat,Mumbai,Tamil Nadu,TataCliq,02-09-2022,0,0,0,0,8547,0,4089,0,0,17355,0,0,7059,0,0,0,0,0,0,11761,1819,0,0,9142,0,0,0,1804,0,0
Aditya Jain,Male,23,17:00 - 22:00,Facebook,Kolkata,Rajasthan,Ajio,22-11-2020,0,0,0,0,193,0,0,0,0,0,5554,0,0,14669,0,0,1402,0,18555,10087,0,0,0,0,0,0,0,0,0,0
Aditya Mehta,Male,48,21:00 - 24:00,Facebook,Hyderabad,Gujarat,Paytm Mall,11-09-2021,0,0,0,0,0,0,0,10970,11899,0,0,0,0,0,0,0,0,0,16670,3448,0,0,0,0,14581,0,0,0,0,0
Ananya Kumar,Male,52,10:00 - 11:00,Snapchat,Pune,West Bengal,Myntra,26-08-2022,0,0,0,0,978,16363,0,0,0,0,0,0,0,0,15295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aditya Kumar,Female,34,7:00 - 10:00,Snapchat,Pune,Telangana,Paytm Mall,28-09-2022,0,0,0,0,17244,0,0,13541,0,0,0,0,6963,0,0,0,13622,5419,0,0,1000,9248,0,0,10000,0,710,0,0,0
Nisha Patel,Female,23,13:00 - 18:00,LinkedIn,Mumbai,Delhi,Local Market,09-01-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5659,0
Ananya Mehta,Male,65,7:00 - 17:00,Facebook,Lucknow,Uttar Pradesh,Local Market,09-05-2020,0,0,0,5403,0,0,477,0,3166,0,16898,0,0,0,14710,3990,0,0,0,0,0,8669,0,0,14471,0,9529,0,0,0
Kavya Mehta,Female,23,6:00 - 17:00,Instagram,Pune,Karnataka,Local Market,27-01-2022,0,3626,0,0,0,0,0,0,0,0,0,0,0,0,18207,0,13889,0,0,0,0,0,11884,19677,0,0,4879,0,0,0
Ananya Mishra,Female,44,14:00 - 24:00,Facebook,Lucknow,Gujarat,Local Market,30-06-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,19297,0,0,0,0,13653,0,0,0,0,0,0,0,0,0,0,0
Vivaan Kumar,Female,42,22:00 - 23:00,Twitter,Mumbai,Delhi,Flipkart,09-10-2022,0,0,16290,17825,0,0,0,0,0,0,12761,0,0,0,1884,0,0,0,2055,0,0,18846,0,0,0,0,0,0,0,0
Aarav Patel,Male,58,16:00 - 24:00,LinkedIn,Kolkata,Rajasthan,Paytm Mall,08-04-2020,0,0,0,0,0,0,0,0,0,0,8570,0,10812,19607,0,17772,15846,0,0,0,0,0,0,0,0,5975,0,0,10000,0
Nisha Gupta,Female,47,19:00 - 22:00,Snapchat,Chennai,West Bengal,Paytm Mall,05-01-2023,0,0,0,0,0,0,7034,0,0,0,0,0,6674,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0
Riya Mehta,Female,31,22:00 - 23:00,Twitter,Kolkata,Karnataka,Myntra,25-04-2022,0,0,0,16573,0,0,0,0,17007,0,0,4100,0,0,0,0,19134,19071,5195,0,0,0,0,15968,0,2000,0,11710,10000,0
Diya Kumar,Male,23,11:00 - 13:00,LinkedIn,Delhi,Gujarat,Flipkart,09-02-2022,0,0,0,0,0,0,0,0,0,0,0,0,249,0,2421,0,6603,19684,0,0,0,0,0,0,0,6439,0,0,0,0
Nisha Chauhan,Female,68,8:00 - 15:00,Google,Delhi,Maharashtra,Myntra,05-06-2022,0,0,0,4709,5454,0,0,5631,0,8654,1040,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,4370,0
Arjun Gupta,Female,37,6:00 - 20:00,LinkedIn,Hyderabad,Uttar Pradesh,Paytm Mall,24-07-2023,0,0,9492,0,0,1559,0,13955,14300,0,0,18387,0,0,0,0,0,0,0,0,0,0,1913,0,0,0,0,0,10000,0
Nisha Kumar,Female,24,5:00 - 12:00,Instagram,Pune,Maharashtra,Myntra,16-05-2020,0,0,0,2617,0,0,1290,0,0,0,0,0,0,0,0,0,0,0,299,3131,0,0,0,0,16133,0,0,500,0,6585
Diya Sharma,Male,26,8:00 - 10:00,Twitter,Mumbai,Rajasthan,Ajio,08-01-2021,0,0,0,0,0,11832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10150,0,0,0,0,5830
Ananya Patel,Male,36,13:00 - 14:00,LinkedIn,Ahmedabad,Karnataka,Local Market,02-01-2020,10246,0,0,0,0,7492,16804,0,0,5350,164,0,0,0,0,7463,1302,0,0,0,0,0,18485,15244,0,0,8235,0,0,0
Riya Chauhan,Male,19,20:00 - 22:00,Snapchat,Hyderabad,Tamil Nadu,Paytm Mall,12-10-2023,0,0,18102,0,0,0,0,0,0,0,0,0,0,6142,0,0,0,0,0,0,0,0,14736,0,0,0,9799,0,0,0
Nisha Mishra,Female,70,18:00 - 24:00,Snapchat,Delhi,Gujarat,Ajio,22-10-2022,15000,0,0,0,0,0,3891,18001,0,0,0,15533,0,0,0,0,0,0,0,0,0,17371,0,0,15100,0,0,0,3991,0
Priya Jain,Male,31,17:00 - 18:00,Instagram,Pune,West Bengal,Snapdeal,08-04-2020,0,1335,0,0,0,0,4458,0,0,0,13209,1042,0,0,0,4971,3602,0,0,0,0,0,0,0,0,0,0,0,0,0
Ananya Singh,Female,40,15:00 - 18:00,Snapchat,Hyderabad,Gujarat,Ajio,15-12-2020,0,0,0,0,0,15969,0,16692,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6575,3351,0,0
Nisha Singh,Female,37,20:00 - 22:00,Snapchat,Mumbai,Uttar Pradesh,Flipkart,27-11-2020,8694,0,0,0,12368,0,8980,0,0,0,6668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12158
Riya Mehta,Female,60,16:00 - 21:00,Instagram,Lucknow,Maharashtra,Local Market,04-07-2020,0,0,4159,0,3812,0,0,0,0,0,11622,0,0,0,0,11737,0,0,0,0,0,0,0,0,0,5681,0,0,0,0
Nisha Jain,Male,35,17:00 - 18:00,Instagram,Chennai,Uttar Pradesh,Flipkart,02-03-2020,0,0,0,0,1914,0,18958,0,0,0,0,0,0,0,0,0,0,0,0,0,11512,0,0,0,18692,0,0,0,0,0
Arjun Gupta,Female,32,22:00 - 24:00,Twitter,Chennai,Uttar Pradesh,Local Market,16-03-2021,0,0,0,0,0,0,0,0,0,1130,11408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6265,0,0,0
Aarav Mehta,Male,42,22:00 - 23:00,LinkedIn,Hyderabad,Tamil Nadu,TataCliq,27-01-2022,0,0,159,0,0,0,0,0,0,13152,0,0,0,0,0,0,12797,0,0,0,0,16827,0,0,14469,0,0,0,0,0
Nisha Kumar,Male,61,12:00 - 17:00,Instagram,Mumbai,Telangana,Snapdeal,10-04-2020,0,0,19584,11676,0,0,0,0,0,0,0,0,0,0,0,5727,0,0,0,0,0,0,8046,0,0,0,0,0,0,0
Riya Kumar,Male,40,7:00 - 11:00,Facebook,Chennai,Tamil Nadu,Ajio,31-08-2023,0,0,0,0,0,0,0,0,0,0,0,387,5455,0,0,0,0,0,0,0,0,0,0,0,0,11641,0,17595,10000,0
Aditya Verma,Female,26,16:00 - 19:00,Instagram,Jaipur,Gujarat,Paytm Mall,04-05-2022,0,0,0,0,14903,0,0,19587,0,0,11977,0,0,0,0,0,0,0,8192,0,0,0,0,0,0,12230,0,0,0,0
Aarav Mehta,Female,23,11:00 - 16:00,Google,Bangalore,West Bengal,Amazon,05-12-2022,0,0,15228,0,0,0,0,0,16176,0,0,0,0,5306,0,5901,0,19670,0,0,0,0,0,5384,0,14612,0,16500,4101,3401
Priya Patel,Male,63,16:00 - 22:00,Instagram,Jaipur,Delhi,Amazon,12-04-2023,0,0,10574,0,0,0,12758,3121,0,13524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,500,0,0,7159
Aarav Sharma,Female,46,19:00 - 24:00,Instagram,Lucknow,Maharashtra,Myntra,12-06-2020,0,0,0,18197,0,0,0,0,0,0,0,13146,0,0,0,12610,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vivaan Sharma,Male,30,9:00 - 11:00,Snapchat,Pune,Gujarat,Amazon,13-10-2023,0,0,0,0,0,0,0,14933,0,0,0,5434,12861,0,0,0,0,14477,0,0,0,0,0,0,0,0,0,19640,0,0
Priya Sharma,Female,35,18:00 - 21:00,Snapchat,Mumbai,West Bengal,Snapdeal,21-04-2021,11110,0,0,9639,14776,0,0,0,0,0,0,0,0,14482,0,0,0,0,0,0,8283,0,0,0,0,0,0,8313,3993,0
Priya Gupta,Male,21,9:00 - 24:00,Google,Ahmedabad,Uttar Pradesh,Ajio,17-12-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,8031,0,0,0,3719,0,0,0,18394,0,0,0,5315,0,18305,2636,0
Diya Sharma,Male,30,10:00 - 22:00,Snapchat,Jaipur,Tamil Nadu,Paytm Mall,21-06-2022,0,0,8262,0,0,0,0,0,0,0,0,0,0,16879,0,7737,1159,0,0,202,0,0,1000,0,13054,0,0,0,0,0
Nisha Singh,Male,28,5:00 - 10:00,Facebook,Chennai,Telangana,TataCliq,18-08-2021,0,0,0,0,0,0,0,0,5073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15772,0,0
Arjun Mehta,Male,17,5:00 - 14:00,Twitter,Chennai,Gujarat,Ajio,02-11-2021,15000,0,0,0,0,0,0,0,4529,0,0,0,0,0,13228,0,0,0,13425,7594,17098,0,0,0,0,0,0,0,0,17811
